 Local Health Districts, year, State comparison, Sex, Number," Rate per 100,000 population", LL 95% CI, UL 95% CI
 Western Sydney LHD, 2002-03, Western Sydney LHD, Persons,"3,317",500.1,483,517.6
 Western Sydney LHD, 2002-03, Rest of NSW, Males,"18,922",654,644.6,663.4
 Western Sydney LHD, 2002-03, Rest of NSW, Females,"12,416",383.5,376.8,390.4
 Western Sydney LHD, 2002-03, Rest of NSW, Persons,"31,337",519,513.2,524.7
 Western Sydney LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Western Sydney LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Western Sydney LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Western Sydney LHD, 2003-04, Western Sydney LHD, Males,"2,250",667.4,639.3,696.5
 Western Sydney LHD, 2003-04, Western Sydney LHD, Females,"1,375",398.8,377.8,420.5
 Western Sydney LHD, 2003-04, Western Sydney LHD, Persons,"3,625",533,515.6,550.8
 Western Sydney LHD, 2003-04, Rest of NSW, Males,"19,008",652.3,643,661.7
 Western Sydney LHD, 2003-04, Rest of NSW, Females,"12,944",395.5,388.6,402.5
 Western Sydney LHD, 2003-04, Rest of NSW, Persons,"31,951",524.1,518.4,529.9
 Western Sydney LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Western Sydney LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Western Sydney LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Western Sydney LHD, 2004-05, Western Sydney LHD, Males,"2,064",599.9,573.5,627.1
 Western Sydney LHD, 2004-05, Western Sydney LHD, Females,"1,233",353.9,334.3,374.3
 Western Sydney LHD, 2004-05, Western Sydney LHD, Persons,"3,297",478.9,462.5,495.7
 Western Sydney LHD, 2004-05, Rest of NSW, Males,"19,934",678.9,669.5,688.4
 Western Sydney LHD, 2004-05, Rest of NSW, Females,"13,127",397.4,390.6,404.4
 Western Sydney LHD, 2004-05, Rest of NSW, Persons,"33,061",537.8,532,543.6
 Western Sydney LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Western Sydney LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Western Sydney LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Western Sydney LHD, 2005-06, Western Sydney LHD, Males,"2,235",640.1,613.1,667.9
 Western Sydney LHD, 2005-06, Western Sydney LHD, Females,"1,303",365.9,346.2,386.5
 Western Sydney LHD, 2005-06, Western Sydney LHD, Persons,"3,539",504,487.3,521.1
 Western Sydney LHD, 2005-06, Rest of NSW, Males,"21,068",710.7,701.1,720.4
 Western Sydney LHD, 2005-06, Rest of NSW, Females,"13,867",417.9,410.9,425.1
 Western Sydney LHD, 2005-06, Rest of NSW, Persons,"34,935",563.7,557.8,569.6
 Western Sydney LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Western Sydney LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Western Sydney LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Western Sydney LHD, 2006-07, Western Sydney LHD, Males,"2,282",649.3,622.2,677.3
 Western Sydney LHD, 2006-07, Western Sydney LHD, Females,"1,407",385.6,365.6,406.4
 Western Sydney LHD, 2006-07, Western Sydney LHD, Persons,"3,688",515.7,499,532.8
 Western Sydney LHD, 2006-07, Rest of NSW, Males,"22,658",753.2,743.4,763.2
 Western Sydney LHD, 2006-07, Rest of NSW, Females,"15,143",452.8,445.5,460.2
 Western Sydney LHD, 2006-07, Rest of NSW, Persons,"37,801",602.1,596,608.2
 Western Sydney LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Western Sydney LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Western Sydney LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Western Sydney LHD, 2007-08, Western Sydney LHD, Males,"2,267",623.3,597.2,650.2
 Western Sydney LHD, 2007-08, Western Sydney LHD, Females,"1,621",428.8,408,450.4
 Western Sydney LHD, 2007-08, Western Sydney LHD, Persons,"3,888",525.7,509.1,542.7
 Western Sydney LHD, 2007-08, Rest of NSW, Males,"22,940",749.4,739.6,759.2
 Western Sydney LHD, 2007-08, Rest of NSW, Females,"15,531",456.1,448.9,463.5
 Western Sydney LHD, 2007-08, Rest of NSW, Persons,"38,470",602,595.9,608
 Western Sydney LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Western Sydney LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Western Sydney LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Western Sydney LHD, 2008-09, Western Sydney LHD, Males,"2,553",674.3,647.8,701.6
 Western Sydney LHD, 2008-09, Western Sydney LHD, Females,"1,823",467.6,446.2,489.7
 Western Sydney LHD, 2008-09, Western Sydney LHD, Persons,"4,376",570.6,553.6,587.9
 Western Sydney LHD, 2008-09, Rest of NSW, Males,"22,983",737.4,727.8,747
 Western Sydney LHD, 2008-09, Rest of NSW, Females,"15,871",459.8,452.5,467.1
 Western Sydney LHD, 2008-09, Rest of NSW, Persons,"38,853",597.6,591.6,603.6
 Western Sydney LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Western Sydney LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Western Sydney LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Western Sydney LHD, 2009-10, Western Sydney LHD, Males,"2,660",681,654.8,707.9
 Western Sydney LHD, 2009-10, Western Sydney LHD, Females,"1,978",494.7,473,517.1
 Western Sydney LHD, 2009-10, Western Sydney LHD, Persons,"4,638",587.9,570.9,605.2
 Western Sydney LHD, 2009-10, Rest of NSW, Males,"22,969",723.9,714.5,733.4
 Western Sydney LHD, 2009-10, Rest of NSW, Females,"15,976",453.1,446,460.3
 Western Sydney LHD, 2009-10, Rest of NSW, Persons,"38,945",587.6,581.7,593.5
 Western Sydney LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Western Sydney LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Western Sydney LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Western Sydney LHD, 2010-11, Western Sydney LHD, Males,"2,660",673.4,647.5,700
 Western Sydney LHD, 2010-11, Western Sydney LHD, Females,"2,113",515.7,493.7,538.3
 Western Sydney LHD, 2010-11, Western Sydney LHD, Persons,"4,773",594,577.2,611.3
 Western Sydney LHD, 2010-11, Rest of NSW, Males,"23,563",727.7,718.4,737.1
 Western Sydney LHD, 2010-11, Rest of NSW, Females,"16,188",449.5,442.5,456.6
 Western Sydney LHD, 2010-11, Rest of NSW, Persons,"39,751",587.3,581.5,593.1
 Western Sydney LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Western Sydney LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Western Sydney LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Western Sydney LHD, 2011-12, Western Sydney LHD, Males,"2,843",705.5,679.3,732.4
 Western Sydney LHD, 2011-12, Western Sydney LHD, Females,"2,116",503.7,482.2,525.8
 Western Sydney LHD, 2011-12, Western Sydney LHD, Persons,"4,958",605,588.1,622.3
 Western Sydney LHD, 2011-12, Rest of NSW, Males,"24,133",732,722.7,741.3
 Western Sydney LHD, 2011-12, Rest of NSW, Females,"16,664",458.9,451.9,466.1
 Western Sydney LHD, 2011-12, Rest of NSW, Persons,"40,797",593.6,587.8,599.5
 Western Sydney LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Western Sydney LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Western Sydney LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Western Sydney LHD, 2012-13, Western Sydney LHD, Males,"3,108",755.7,728.9,783.2
 Western Sydney LHD, 2012-13, Western Sydney LHD, Females,"1,901",444.9,425,465.6
 Western Sydney LHD, 2012-13, Western Sydney LHD, Persons,"5,009",599,582.3,616
 Western Sydney LHD, 2012-13, Rest of NSW, Males,"24,838",746.5,737.2,755.9
 Western Sydney LHD, 2012-13, Rest of NSW, Females,"17,158",463.1,456.1,470.3
 Western Sydney LHD, 2012-13, Rest of NSW, Persons,"41,996",602.4,596.6,608.3
 Western Sydney LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Western Sydney LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Western Sydney LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Western Sydney LHD, 2013-14, Western Sydney LHD, Males,"3,212",753.1,726.9,780
 Western Sydney LHD, 2013-14, Western Sydney LHD, Females,"2,168",493.5,472.7,514.9
 Western Sydney LHD, 2013-14, Western Sydney LHD, Persons,"5,380",621.3,604.7,638.3
 Western Sydney LHD, 2013-14, Rest of NSW, Males,"24,908",739.4,730.1,748.7
 Western Sydney LHD, 2013-14, Rest of NSW, Females,"17,136",460.5,453.4,467.6
 Western Sydney LHD, 2013-14, Rest of NSW, Persons,"42,043",597.5,591.7,603.3
 Western Sydney LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Western Sydney LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Western Sydney LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Western Sydney LHD, 2014-15, Western Sydney LHD, Males,"3,289",753.4,727.5,779.9
 Western Sydney LHD, 2014-15, Western Sydney LHD, Females,"2,097",462.9,443.1,483.3
 Western Sydney LHD, 2014-15, Western Sydney LHD, Persons,"5,386",605.9,589.7,622.4
 Western Sydney LHD, 2014-15, Rest of NSW, Males,"25,586",747.2,738,756.5
 Western Sydney LHD, 2014-15, Rest of NSW, Females,"17,151",454.2,447.2,461.2
 Western Sydney LHD, 2014-15, Rest of NSW, Persons,"42,737",597.9,592.2,603.7
 Western Sydney LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Western Sydney LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Western Sydney LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Western Sydney LHD, 2015-16, Western Sydney LHD, Males,"3,313",737.3,712.1,763.1
 Western Sydney LHD, 2015-16, Western Sydney LHD, Females,"1,986",429.9,411,449.4
 Western Sydney LHD, 2015-16, Western Sydney LHD, Persons,"5,299",582.9,567.2,598.9
 Western Sydney LHD, 2015-16, Rest of NSW, Males,"25,316",726.9,717.9,736
 Western Sydney LHD, 2015-16, Rest of NSW, Females,"16,978",443,436.2,449.9
 Western Sydney LHD, 2015-16, Rest of NSW, Persons,"42,294",582.8,577.1,588.4
 Western Sydney LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Western Sydney LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Western Sydney LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Western Sydney LHD, 2016-17, Western Sydney LHD, Males,"3,448",742.3,717.6,767.7
 Western Sydney LHD, 2016-17, Western Sydney LHD, Females,"2,130",446.1,427.2,465.6
 Western Sydney LHD, 2016-17, Western Sydney LHD, Persons,"5,578",594.1,578.6,610
 Western Sydney LHD, 2016-17, Rest of NSW, Males,"26,774",754.6,745.5,763.8
 Western Sydney LHD, 2016-17, Rest of NSW, Females,"17,830",455.7,448.8,462.6
 Western Sydney LHD, 2016-17, Rest of NSW, Persons,"44,603",603.4,597.7,609.1
 Western Sydney LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Western Sydney LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Western Sydney LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Nepean Blue Mountains LHD, 2001-02, Nepean Blue Mountains LHD, Males,"1,119",714.4,671.9,758.7
 Nepean Blue Mountains LHD, 2001-02, Nepean Blue Mountains LHD, Females,545,352.4,323.1,383.5
 Nepean Blue Mountains LHD, 2001-02, Nepean Blue Mountains LHD, Persons,"1,664",534.9,509.1,561.6
 Nepean Blue Mountains LHD, 2001-02, Rest of NSW, Males,"22,795",748.9,739.2,758.7
 Nepean Blue Mountains LHD, 2001-02, Rest of NSW, Females,"13,938",415.2,408.2,422.2
 Nepean Blue Mountains LHD, 2001-02, Rest of NSW, Persons,"36,732",582.7,576.7,588.7
 Nepean Blue Mountains LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Nepean Blue Mountains LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Nepean Blue Mountains LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Nepean Blue Mountains LHD, 2002-03, Nepean Blue Mountains LHD, Males,912,578.7,541,618.3
 Nepean Blue Mountains LHD, 2002-03, Nepean Blue Mountains LHD, Females,488,312.7,285.4,341.9
 Nepean Blue Mountains LHD, 2002-03, Nepean Blue Mountains LHD, Persons,"1,400",448.2,424.8,472.6
 Nepean Blue Mountains LHD, 2002-03, Rest of NSW, Males,"20,057",652.9,643.9,662.1
 Nepean Blue Mountains LHD, 2002-03, Rest of NSW, Females,"13,197",386.4,379.8,393.1
 Nepean Blue Mountains LHD, 2002-03, Rest of NSW, Persons,"33,254",519.8,514.2,525.4
 Nepean Blue Mountains LHD, 2002-03, Total NSW, Males,"20,969",650.2,641.4,659.1
 Nepean Blue Mountains LHD, 2002-03, Total NSW, Females,"13,685",382.7,376.3,389.2
 Nepean Blue Mountains LHD, 2002-03, Total NSW, Persons,"34,654",516.5,511,521.9
 Nepean Blue Mountains LHD, 2003-04, Nepean Blue Mountains LHD, Males,915,589.9,551.5,630.2
 Nepean Blue Mountains LHD, 2003-04, Nepean Blue Mountains LHD, Females,537,341.3,312.8,371.6
 Nepean Blue Mountains LHD, 2003-04, Nepean Blue Mountains LHD, Persons,"1,452",467.1,443.1,492
 Nepean Blue Mountains LHD, 2003-04, Rest of NSW, Males,"20,342",656.6,647.5,665.7
 Nepean Blue Mountains LHD, 2003-04, Rest of NSW, Females,"13,782",398.9,392.2,405.7
 Nepean Blue Mountains LHD, 2003-04, Rest of NSW, Persons,"34,124",527.9,522.3,533.6
 Nepean Blue Mountains LHD, 2003-04, Total NSW, Males,"21,257",653.5,644.7,662.4
 Nepean Blue Mountains LHD, 2003-04, Total NSW, Females,"14,319",395.9,389.4,402.5
 Nepean Blue Mountains LHD, 2003-04, Total NSW, Persons,"35,576",524.8,519.3,530.3
 Nepean Blue Mountains LHD, 2004-05, Nepean Blue Mountains LHD, Males,"1,001",643.5,603.3,685.6
 Nepean Blue Mountains LHD, 2004-05, Nepean Blue Mountains LHD, Females,543,343.2,314.7,373.6
 Nepean Blue Mountains LHD, 2004-05, Nepean Blue Mountains LHD, Persons,"1,544",494,469.4,519.6
 Nepean Blue Mountains LHD, 2004-05, Rest of NSW, Males,"20,997",671.1,662,680.2
 Nepean Blue Mountains LHD, 2004-05, Rest of NSW, Females,"13,817",395.2,388.6,401.9
 Nepean Blue Mountains LHD, 2004-05, Rest of NSW, Persons,"34,814",532.9,527.3,538.6
 Nepean Blue Mountains LHD, 2004-05, Total NSW, Males,"21,997",670.3,661.4,679.2
 Nepean Blue Mountains LHD, 2004-05, Total NSW, Females,"14,360",392.3,385.9,398.9
 Nepean Blue Mountains LHD, 2004-05, Total NSW, Persons,"36,358",530.9,525.5,536.4
 Nepean Blue Mountains LHD, 2005-06, Nepean Blue Mountains LHD, Males,"1,119",723.2,680.3,767.9
 Nepean Blue Mountains LHD, 2005-06, Nepean Blue Mountains LHD, Females,595,366.5,337.4,397.5
 Nepean Blue Mountains LHD, 2005-06, Nepean Blue Mountains LHD, Persons,"1,714",542.2,516.5,568.7
 Nepean Blue Mountains LHD, 2005-06, Rest of NSW, Males,"22,184",701.1,691.9,710.4
 Nepean Blue Mountains LHD, 2005-06, Rest of NSW, Females,"14,575",414.4,407.7,421.3
 Nepean Blue Mountains LHD, 2005-06, Rest of NSW, Persons,"36,759",557.4,551.7,563.1
 Nepean Blue Mountains LHD, 2005-06, Total NSW, Males,"23,303",702.7,693.6,711.8
 Nepean Blue Mountains LHD, 2005-06, Total NSW, Females,"15,170",412,405.4,418.6
 Nepean Blue Mountains LHD, 2005-06, Total NSW, Persons,"38,474",556.5,551,562.1
 Nepean Blue Mountains LHD, 2006-07, Nepean Blue Mountains LHD, Males,"1,267",798.2,753.9,844.5
 Nepean Blue Mountains LHD, 2006-07, Nepean Blue Mountains LHD, Females,687,412.6,382,444.9
 Nepean Blue Mountains LHD, 2006-07, Nepean Blue Mountains LHD, Persons,"1,953",603.5,576.7,631.2
 Nepean Blue Mountains LHD, 2006-07, Rest of NSW, Males,"23,673",736.8,727.4,746.2
 Nepean Blue Mountains LHD, 2006-07, Rest of NSW, Females,"15,863",447.1,440.1,454.2
 Nepean Blue Mountains LHD, 2006-07, Rest of NSW, Persons,"39,536",591,585.2,596.9
 Nepean Blue Mountains LHD, 2006-07, Total NSW, Males,"24,939",740.5,731.3,749.8
 Nepean Blue Mountains LHD, 2006-07, Total NSW, Females,"16,550",445.2,438.4,452.1
 Nepean Blue Mountains LHD, 2006-07, Total NSW, Persons,"41,489",591.6,585.9,597.3
 Nepean Blue Mountains LHD, 2007-08, Nepean Blue Mountains LHD, Males,"1,239",770.9,727.6,816
 Nepean Blue Mountains LHD, 2007-08, Nepean Blue Mountains LHD, Females,707,416.8,386.3,449
 Nepean Blue Mountains LHD, 2007-08, Nepean Blue Mountains LHD, Persons,"1,945",592.6,566.3,619.8
 Nepean Blue Mountains LHD, 2007-08, Rest of NSW, Males,"23,968",731.4,722.1,740.7
 Nepean Blue Mountains LHD, 2007-08, Rest of NSW, Females,"16,445",454.4,447.4,461.5
 Nepean Blue Mountains LHD, 2007-08, Rest of NSW, Persons,"40,413",592.2,586.4,598
 Nepean Blue Mountains LHD, 2007-08, Total NSW, Males,"25,207",734.1,725,743.2
 Nepean Blue Mountains LHD, 2007-08, Total NSW, Females,"17,151",452.4,445.5,459.3
 Nepean Blue Mountains LHD, 2007-08, Total NSW, Persons,"42,358",592.2,586.5,597.9
 Nepean Blue Mountains LHD, 2008-09, Nepean Blue Mountains LHD, Males,"1,142",701.5,660.6,744.3
 Nepean Blue Mountains LHD, 2008-09, Nepean Blue Mountains LHD, Females,632,365.9,337.6,395.8
 Nepean Blue Mountains LHD, 2008-09, Nepean Blue Mountains LHD, Persons,"1,774",531.1,506.5,556.7
 Nepean Blue Mountains LHD, 2008-09, Rest of NSW, Males,"24,393",729.9,720.8,739.2
 Nepean Blue Mountains LHD, 2008-09, Rest of NSW, Females,"17,062",464.6,457.5,471.7
 Nepean Blue Mountains LHD, 2008-09, Rest of NSW, Persons,"41,455",596.4,590.6,602.2
 Nepean Blue Mountains LHD, 2008-09, Total NSW, Males,"25,535",729.3,720.3,738.3
 Nepean Blue Mountains LHD, 2008-09, Total NSW, Females,"17,694",459.8,452.9,466.7
 Nepean Blue Mountains LHD, 2008-09, Total NSW, Persons,"43,229",593.4,587.8,599
 Nepean Blue Mountains LHD, 2009-10, Nepean Blue Mountains LHD, Males,"1,173",716.2,675,759.2
 Nepean Blue Mountains LHD, 2009-10, Nepean Blue Mountains LHD, Females,574,328.6,302,356.9
 Nepean Blue Mountains LHD, 2009-10, Nepean Blue Mountains LHD, Persons,"1,747",519.2,494.9,544.4
 Nepean Blue Mountains LHD, 2009-10, Rest of NSW, Males,"24,457",717.8,708.8,726.9
 Nepean Blue Mountains LHD, 2009-10, Rest of NSW, Females,"17,380",463.1,456.1,470.1
 Nepean Blue Mountains LHD, 2009-10, Rest of NSW, Persons,"41,837",589.7,584,595.4
 Nepean Blue Mountains LHD, 2009-10, Total NSW, Males,"25,629",718,709.2,726.9
 Nepean Blue Mountains LHD, 2009-10, Total NSW, Females,"17,954",456.6,449.8,463.4
 Nepean Blue Mountains LHD, 2009-10, Total NSW, Persons,"43,583",586.3,580.7,591.8
 Nepean Blue Mountains LHD, 2010-11, Nepean Blue Mountains LHD, Males,"1,263",754.6,712.8,798.3
 Nepean Blue Mountains LHD, 2010-11, Nepean Blue Mountains LHD, Females,649,368.3,340.2,398.1
 Nepean Blue Mountains LHD, 2010-11, Nepean Blue Mountains LHD, Persons,"1,912",556.6,531.7,582.4
 Nepean Blue Mountains LHD, 2010-11, Rest of NSW, Males,"24,960",718.3,709.4,727.4
 Nepean Blue Mountains LHD, 2010-11, Rest of NSW, Females,"17,652",460.4,453.5,467.4
 Nepean Blue Mountains LHD, 2010-11, Rest of NSW, Persons,"42,612",588.3,582.7,594
 Nepean Blue Mountains LHD, 2010-11, Total NSW, Males,"26,223",720.4,711.7,729.3
 Nepean Blue Mountains LHD, 2010-11, Total NSW, Females,"18,301",456,449.3,462.8
 Nepean Blue Mountains LHD, 2010-11, Total NSW, Persons,"44,524",586.7,581.2,592.2
 Nepean Blue Mountains LHD, 2011-12, Nepean Blue Mountains LHD, Males,"1,332",774.9,733,818.5
 Nepean Blue Mountains LHD, 2011-12, Nepean Blue Mountains LHD, Females,876,484.7,452.8,518.3
 Nepean Blue Mountains LHD, 2011-12, Nepean Blue Mountains LHD, Persons,"2,208",628.4,602.1,655.5
 Nepean Blue Mountains LHD, 2011-12, Rest of NSW, Males,"25,643",723.9,715,732.9
 Nepean Blue Mountains LHD, 2011-12, Rest of NSW, Females,"17,905",461.3,454.4,468.2
 Nepean Blue Mountains LHD, 2011-12, Rest of NSW, Persons,"43,548",591,585.4,596.6
 Nepean Blue Mountains LHD, 2011-12, Total NSW, Males,"26,976",726.6,717.9,735.4
 Nepean Blue Mountains LHD, 2011-12, Total NSW, Females,"18,780",462.4,455.7,469.2
 Nepean Blue Mountains LHD, 2011-12, Total NSW, Persons,"45,756",592.6,587.1,598.1
 Nepean Blue Mountains LHD, 2012-13, Nepean Blue Mountains LHD, Males,"1,389",800.3,758.1,844.3
 Nepean Blue Mountains LHD, 2012-13, Nepean Blue Mountains LHD, Females,869,464,433.2,496.4
 Nepean Blue Mountains LHD, 2012-13, Nepean Blue Mountains LHD, Persons,"2,258",630,603.9,656.9
 Nepean Blue Mountains LHD, 2012-13, Rest of NSW, Males,"26,557",741.5,732.5,750.5
 Nepean Blue Mountains LHD, 2012-13, Rest of NSW, Females,"18,189",459.3,452.5,466.2
 Nepean Blue Mountains LHD, 2012-13, Rest of NSW, Persons,"44,747",598.1,592.6,603.8
 Nepean Blue Mountains LHD, 2012-13, Total NSW, Males,"27,947",744.5,735.7,753.3
 Nepean Blue Mountains LHD, 2012-13, Total NSW, Females,"19,058",459.4,452.8,466.1
 Nepean Blue Mountains LHD, 2012-13, Total NSW, Persons,"47,005",599.4,593.9,604.9
 Nepean Blue Mountains LHD, 2013-14, Nepean Blue Mountains LHD, Males,"1,487",847.5,804.2,892.5
 Nepean Blue Mountains LHD, 2013-14, Nepean Blue Mountains LHD, Females,851,458.6,427.8,491
 Nepean Blue Mountains LHD, 2013-14, Nepean Blue Mountains LHD, Persons,"2,338",648.9,622.5,676.1
 Nepean Blue Mountains LHD, 2013-14, Rest of NSW, Males,"26,632",732.7,723.9,741.6
 Nepean Blue Mountains LHD, 2013-14, Rest of NSW, Females,"18,453",462.7,455.9,469.5
 Nepean Blue Mountains LHD, 2013-14, Rest of NSW, Persons,"45,085",595.4,589.8,601
 Nepean Blue Mountains LHD, 2013-14, Total NSW, Males,"28,120",738.4,729.8,747.2
 Nepean Blue Mountains LHD, 2013-14, Total NSW, Females,"19,303",462.3,455.7,469
 Nepean Blue Mountains LHD, 2013-14, Total NSW, Persons,"47,423",597.7,592.2,603.1
 Nepean Blue Mountains LHD, 2014-15, Nepean Blue Mountains LHD, Males,"1,406",781.9,740.8,824.6
 Nepean Blue Mountains LHD, 2014-15, Nepean Blue Mountains LHD, Females,891,474.4,443.3,507.1
 Nepean Blue Mountains LHD, 2014-15, Nepean Blue Mountains LHD, Persons,"2,297",625,599.4,651.5
 Nepean Blue Mountains LHD, 2014-15, Rest of NSW, Males,"27,469",743.6,734.7,752.5
 Nepean Blue Mountains LHD, 2014-15, Rest of NSW, Females,"18,357",452.4,445.7,459.1
 Nepean Blue Mountains LHD, 2014-15, Rest of NSW, Persons,"45,826",595.4,589.9,600.9
 Nepean Blue Mountains LHD, 2014-15, Total NSW, Males,"28,875",745.7,737.1,754.4
 Nepean Blue Mountains LHD, 2014-15, Total NSW, Females,"19,248",453.2,446.7,459.8
 Nepean Blue Mountains LHD, 2014-15, Total NSW, Persons,"48,123",596.5,591.1,601.9
 Nepean Blue Mountains LHD, 2015-16, Nepean Blue Mountains LHD, Males,"1,514",819.6,778.3,862.6
 Nepean Blue Mountains LHD, 2015-16, Nepean Blue Mountains LHD, Females,832,425.9,397.1,456.3
 Nepean Blue Mountains LHD, 2015-16, Nepean Blue Mountains LHD, Persons,"2,347",619.4,594.3,645.3
 Nepean Blue Mountains LHD, 2015-16, Rest of NSW, Males,"27,114",722.3,713.7,731.1
 Nepean Blue Mountains LHD, 2015-16, Rest of NSW, Females,"18,132",440.4,433.9,447
 Nepean Blue Mountains LHD, 2015-16, Rest of NSW, Persons,"45,246",579.4,574,584.8
 Nepean Blue Mountains LHD, 2015-16, Total NSW, Males,"28,628",729.8,721.3,738.4
 Nepean Blue Mountains LHD, 2015-16, Total NSW, Females,"18,964",440.2,433.8,446.6
 Nepean Blue Mountains LHD, 2015-16, Total NSW, Persons,"47,593",582.5,577.2,587.8
 Nepean Blue Mountains LHD, 2016-17, Nepean Blue Mountains LHD, Males,"1,509",798.3,758,840.1
 Nepean Blue Mountains LHD, 2016-17, Nepean Blue Mountains LHD, Females,876,441.1,411.9,471.7
 Nepean Blue Mountains LHD, 2016-17, Nepean Blue Mountains LHD, Persons,"2,385",618,593.2,643.6
 Nepean Blue Mountains LHD, 2016-17, Rest of NSW, Males,"28,713",750.4,741.7,759.2
 Nepean Blue Mountains LHD, 2016-17, Rest of NSW, Females,"19,083",454,447.4,460.6
 Nepean Blue Mountains LHD, 2016-17, Rest of NSW, Persons,"47,797",600.6,595.2,606.1
 Nepean Blue Mountains LHD, 2016-17, Total NSW, Males,"30,222",766.2,757.5,775
 Nepean Blue Mountains LHD, 2016-17, Total NSW, Females,"19,959",459.4,452.9,465.9
 Nepean Blue Mountains LHD, 2016-17, Total NSW, Persons,"50,182",610.3,604.9,615.7
 Northern Sydney LHD, 2001-02, Northern Sydney LHD, Males,"2,668",693.5,667.3,720.3
 Northern Sydney LHD, 2001-02, Northern Sydney LHD, Females,"2,142",473.2,453,494.1
 Northern Sydney LHD, 2001-02, Northern Sydney LHD, Persons,"4,811",578,561.7,594.6
 Northern Sydney LHD, 2001-02, Rest of NSW, Males,"21,245",754.4,744.2,764.6
 Northern Sydney LHD, 2001-02, Rest of NSW, Females,"12,340",403.1,396,410.3
 Northern Sydney LHD, 2001-02, Rest of NSW, Persons,"33,585",580.4,574.2,586.6
 Northern Sydney LHD, 2001-02, Total NSW, Males,"23,913",747.3,737.9,756.9
 Northern Sydney LHD, 2001-02, Total NSW, Females,"14,483",411.8,405.1,418.6
 Northern Sydney LHD, 2001-02, Total NSW, Persons,"38,396",580,574.2,585.9
 Northern Sydney LHD, 2002-03, Northern Sydney LHD, Males,"2,417",622.7,598,648.1
 Northern Sydney LHD, 2002-03, Northern Sydney LHD, Females,"2,242",493.7,473.1,515
 Northern Sydney LHD, 2002-03, Northern Sydney LHD, Persons,"4,659",553.2,537.4,569.5
 Northern Sydney LHD, 2002-03, Rest of NSW, Males,"18,552",652.8,643.3,662.3
