Time,Value,MEASURE,Description
2014,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2015,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2016,60,INCOME_29,Superannuation and annuity income earners - median age (years)
2011,28376349,INCOME_12,Total superannuation and annuity income ($)
2012,35874251,INCOME_12,Total superannuation and annuity income ($)
2013,34174079,INCOME_12,Total superannuation and annuity income ($)
2014,36889559,INCOME_12,Total superannuation and annuity income ($)
2015,42805340,INCOME_12,Total superannuation and annuity income ($)
2016,40838675,INCOME_12,Total superannuation and annuity income ($)
2011,16748,INCOME_11,Median superannuation and annuity income ($)
2012,18876,INCOME_11,Median superannuation and annuity income ($)
2013,19352,INCOME_11,Median superannuation and annuity income ($)
2014,21292,INCOME_11,Median superannuation and annuity income ($)
2015,25137,INCOME_11,Median superannuation and annuity income ($)
2016,24701,INCOME_11,Median superannuation and annuity income ($)
2011,30844,INCOME_30,Mean superannuation and annuity income ($)
2012,37022,INCOME_30,Mean superannuation and annuity income ($)
2013,34659,INCOME_30,Mean superannuation and annuity income ($)
2014,38954,INCOME_30,Mean superannuation and annuity income ($)
2015,45441,INCOME_30,Mean superannuation and annuity income ($)
2016,44878,INCOME_30,Mean superannuation and annuity income ($)
2011,0.8,INCOME_31,Superannuation and annuity income as main source of income (%)
2012,0.9,INCOME_31,Superannuation and annuity income as main source of income (%)
2013,0.9,INCOME_31,Superannuation and annuity income as main source of income (%)
2014,1,INCOME_31,Superannuation and annuity income as main source of income (%)
2015,1,INCOME_31,Superannuation and annuity income as main source of income (%)
2016,1,INCOME_31,Superannuation and annuity income as main source of income (%)
2011,34595,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2012,35234,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2013,36206,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2014,37140,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2015,38433,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2016,37891,INCOME_19,Total income earners (excl. Government pensions and allowances) (no.)
2011,43,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2012,43,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2013,43,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2014,43,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2015,44,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2016,44,INCOME_35,Total income earners (excl. Government pensions and allowances) - median age (years)
2011,4589094579,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2012,4769323298,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2013,5056019588,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2014,5586934839,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2015,5814722953,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2016,6046642351,INCOME_18,Total income (excl. Government pensions and allowances) ($)
2011,61620,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2012,64183,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2013,66260,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2014,68760,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2015,72019,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2016,74076,INCOME_17,Median total income (excl. Government pensions and allowances) ($)
2011,132652,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2012,135361,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2013,139646,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2014,150429,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2015,151295,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2016,159580,INCOME_36,Mean total income (excl. Government pensions and allowances) ($)
2011,6.86,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2012,6.84,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2013,6.72,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2014,6.65,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2015,6.6,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2016,6.7,INCOME_37,Total income (excl. Government pensions and allowances) - P80/P20 ratio
2011,2.37,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2012,2.37,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2013,2.37,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2014,2.36,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2015,2.36,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2016,2.37,INCOME_38,Total income (excl. Government pensions and allowances) - P80/P50 ratio
2011,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2012,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2013,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2014,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2015,0.36,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2016,0.35,INCOME_39,Total income (excl. Government pensions and allowances) - P20/P50 ratio
2011,0.16,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2012,0.16,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2013,0.17,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2014,0.17,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2015,0.18,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2016,0.18,INCOME_40,Total income (excl. Government pensions and allowances) - P10/P50 ratio
2011,0.662,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2012,0.665,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2013,0.658,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2014,0.669,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2015,0.659,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2016,0.659,INCOME_41,Total income (excl. Government pensions and allowances) - Gini coefficient
2011,21.8,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2012,22.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2013,22.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2014,23.5,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2015,22.1,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2016,23.4,INCOME_42,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners
2011,43,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2012,42.8,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2013,42.6,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2014,44.4,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2015,42.7,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2016,43.7,INCOME_43,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners
2011,54.9,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2012,54.7,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2013,54.3,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2014,56.1,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2015,54.5,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2016,55.1,INCOME_44,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners
2011,18,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2012,18.7,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2013,18.6,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2014,18.4,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2015,17.7,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2016,17.5,INCOME_45,Total income (excl. Government pensions and allowances) - Lowest Quartile (%)
2011,17.7,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2012,17.5,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2013,17.4,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2014,17.4,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2015,17.1,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2016,17,INCOME_46,Total income (excl. Government pensions and allowances) - Second Quartile (%)
2011,17.9,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2012,18.2,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2013,18.8,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2014,18.5,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2015,18.8,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2016,18.5,INCOME_47,Total income (excl. Government pensions and allowances) - Third Quartile (%)
2011,46.3,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2012,45.7,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2013,45.2,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2014,45.7,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2015,46.3,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2016,46.9,INCOME_48,Total income (excl. Government pensions and allowances) - Highest Quartile (%)
2011,4691,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2012,4628,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2013,5078,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2014,6054,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2015,6781,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2016,6539,CAPGAINS_1,Gross Capital Gains reported by taxpayers - Persons (no.)
2011,705.9,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2012,630.7,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2013,609.4,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2014,915,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2015,2036.9,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2016,1901.7,CAPGAINS_2,Gross Capital Gains reported by taxpayers - Amount ($m)
2011,8318,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2012,5727,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2013,4916,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2014,6963,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2015,9112,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2016,7372,CAPGAINS_3,Gross Capital Gains reported by taxpayers  - Median ($)
2011,150476,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2012,136289,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2013,120002,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2014,151143,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2015,300384,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2016,290822,CAPGAINS_4,Gross Capital Gains reported by taxpayers - Mean ($)
2011,2133,PENSION_2,Age Pension - Centrelink (no.)
2012,2089,PENSION_2,Age Pension - Centrelink (no.)
2013,2156,PENSION_2,Age Pension - Centrelink (no.)
2014,2191,PENSION_2,Age Pension - Centrelink (no.)
2015,2247,PENSION_2,Age Pension - Centrelink (no.)
2016,2210,PENSION_2,Age Pension - Centrelink (no.)
2017,2027,PENSION_2,Age Pension - Centrelink (no.)
2012,86,PENSION_4,Service Pension - DVA (no.)
2013,73,PENSION_4,Service Pension - DVA (no.)
2014,70,PENSION_4,Service Pension - DVA (no.)
2015,57,PENSION_4,Service Pension - DVA (no.)
2016,49,PENSION_4,Service Pension - DVA (no.)
2017,42,PENSION_4,Service Pension - DVA (no.)
2012,78,PENSION_5,Income Support Supplement - DVA (no.)
2013,72,PENSION_5,Income Support Supplement - DVA (no.)
2014,61,PENSION_5,Income Support Supplement - DVA (no.)
2015,58,PENSION_5,Income Support Supplement - DVA (no.)
2016,50,PENSION_5,Income Support Supplement - DVA (no.)
2017,42,PENSION_5,Income Support Supplement - DVA (no.)
2011,67,PENSION_6,Carer Payment (no.)
2012,73,PENSION_6,Carer Payment (no.)
2013,73,PENSION_6,Carer Payment (no.)
2014,74,PENSION_6,Carer Payment (no.)
2015,79,PENSION_6,Carer Payment (no.)
2016,79,PENSION_6,Carer Payment (no.)
2017,70,PENSION_6,Carer Payment (no.)
2011,488,PENSION_7,Disability Support Pension (no.)
2012,461,PENSION_7,Disability Support Pension (no.)
2013,446,PENSION_7,Disability Support Pension (no.)
2014,455,PENSION_7,Disability Support Pension (no.)
2015,467,PENSION_7,Disability Support Pension (no.)
2016,422,PENSION_7,Disability Support Pension (no.)
2017,384,PENSION_7,Disability Support Pension (no.)
2011,524,PENSION_8,Newstart Allowance (no.)
2012,503,PENSION_8,Newstart Allowance (no.)
2013,572,PENSION_8,Newstart Allowance (no.)
2014,564,PENSION_8,Newstart Allowance (no.)
2015,487,PENSION_8,Newstart Allowance (no.)
2016,386,PENSION_8,Newstart Allowance (no.)
2017,321,PENSION_8,Newstart Allowance (no.)
2011,153,PENSION_10,Parenting Payment - Single (no.)
2012,137,PENSION_10,Parenting Payment - Single (no.)
2013,100,PENSION_10,Parenting Payment - Single (no.)
2014,96,PENSION_10,Parenting Payment - Single (no.)
2015,92,PENSION_10,Parenting Payment - Single (no.)
2016,91,PENSION_10,Parenting Payment - Single (no.)
2017,81,PENSION_10,Parenting Payment - Single (no.)
2017,14,PENSION_17,Parenting Payment - Partnered (no.)
2011,428,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2012,380,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2013,426,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2014,459,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2015,349,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2016,295,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2017,246,PENSION_11,Youth Allowance (Full time students/apprentices) (no.)
2013,21,PENSION_12,Youth Allowance (Other) (no.)
2014,24,PENSION_12,Youth Allowance (Other) (no.)
2015,26,PENSION_12,Youth Allowance (Other) (no.)
2016,11,PENSION_12,Youth Allowance (Other) (no.)
2017,12,PENSION_12,Youth Allowance (Other) (no.)
2012,974,PENSION_13,Family Tax Benefit A (no.)
2013,931,PENSION_13,Family Tax Benefit A (no.)
2014,889,PENSION_13,Family Tax Benefit A (no.)
2015,806,PENSION_13,Family Tax Benefit A (no.)
2016,788,PENSION_13,Family Tax Benefit A (no.)
2017,741,PENSION_13,Family Tax Benefit A (no.)
2012,882,PENSION_14,Family Tax Benefit B (no.)
2013,863,PENSION_14,Family Tax Benefit B (no.)
2014,806,PENSION_14,Family Tax Benefit B (no.)
2015,747,PENSION_14,Family Tax Benefit B (no.)
2016,652,PENSION_14,Family Tax Benefit B (no.)
2017,600,PENSION_14,Family Tax Benefit B (no.)
2016,11.9,PERSINC_2,Persons earning $1-$499 per week (%)
2016,13.6,PERSINC_3,Persons earning $500-$999 per week (%)
2016,25.7,PERSINC_4,Persons earning $1000-$1999 per week (%)
2016,10.8,PERSINC_5,Persons earning $2000-$2999 per week (%)
2016,18.3,PERSINC_6,Persons earning $3000 or more per week (%)
2016,8.2,PERSINC_7,Persons earning nil income (%)
2016,0.4,PERSINC_8,Persons with a negative income (%)
2011,1440,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,1822,EQUIV_2,Median equivalised total household income (weekly)  ($)
2016,377,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2017,422,PRESCH_2,4 year olds enrolled in preschool or in a preschool program (no.)
2016,116,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2017,86,PRESCH_3,5 year olds enrolled in preschool or in a preschool program (no.)
2016,139,PRESCH_5,Total enrolled in preschool (no.)
2017,139,PRESCH_5,Total enrolled in preschool (no.)
2016,341,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2017,334,PRESCH_6,Enrolled in preschool program within a long day care centre (no.)
2016,16,PRESCH_7,Children enrolled across more than one provider type (no.)
2017,33,PRESCH_7,Children enrolled across more than one provider type (no.)
2016,501,PRESCH_8,Total enrolled in a preschool program (no.)
2017,513,PRESCH_8,Total enrolled in a preschool program (no.)
2016,38,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2017,32,PRESCH_10,Children attending preschool for less than 15 hours (no.)
2016,440,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2017,449,PRESCH_11,Children attending preschool for 15 hours or more (no.)
2011,1444,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2012,1570,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2013,1719,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2014,1878,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2015,2137,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2016,2172,HELP_2,Taxpayers with Higher Education Loan Program (HELP) repayment (no.)
2011,74.9,SCHOOL_2,With Post School Qualifications (%)
2016,76.4,SCHOOL_2,With Post School Qualifications (%)
2011,10.9,SCHOOL_3,With Postgraduate Degree (%)
2016,13,SCHOOL_3,With Postgraduate Degree (%)
2011,2.5,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2016,2.8,SCHOOL_4,With Graduate Diploma/Graduate Certificate (%)
2011,31.1,SCHOOL_5,With Bachelor Degree (%)
2016,33.1,SCHOOL_5,With Bachelor Degree (%)
2011,8.9,SCHOOL_6,With Advanced Diploma/Diploma (%)
2016,8.4,SCHOOL_6,With Advanced Diploma/Diploma (%)
2011,6.4,SCHOOL_7,With Certificate (%)
2016,6.7,SCHOOL_7,With Certificate (%)
2011,15.1,SCHOOL_8,"Post School Qualifications - Inadequately described, not stated (%)"
2016,12.4,SCHOOL_8,"Post School Qualifications - Inadequately described, not stated (%)"
2011,73,HIGH_2,Completed Year 12 or equivalent (%)
2016,76.2,HIGH_2,Completed Year 12 or equivalent (%)
2011,4.1,HIGH_3,Completed Year 11 or equivalent (%)
2016,3.7,HIGH_3,Completed Year 11 or equivalent (%)
2011,7.5,HIGH_4,Completed Year 10 or equivalent (%)
2016,6.6,HIGH_4,Completed Year 10 or equivalent (%)
2011,2,HIGH_5,Completed Year 9 or equivalent (%)
2016,2.1,HIGH_5,Completed Year 9 or equivalent (%)
2011,1.1,HIGH_6,Completed Year 8 or below (%)
2016,1,HIGH_6,Completed Year 8 or below (%)
2011,0.2,HIGH_7,Did not go to school (%)
2016,0.2,HIGH_7,Did not go to school (%)
2011,12.1,HIGH_8,Highest Year of School Completed - Not stated (%)
2016,10.3,HIGH_8,Highest Year of School Completed - Not stated (%)
2011,22.1,EMP_OCC_2,Managers (%)
2016,22.8,EMP_OCC_2,Managers (%)
2011,42.4,EMP_OCC_3,Professionals (%)
2016,42.5,EMP_OCC_3,Professionals (%)
2011,4.4,EMP_OCC_4,Technicians and trades workers (%)
2016,4.2,EMP_OCC_4,Technicians and trades workers (%)
2011,6.5,EMP_OCC_5,Community and personal service workers (%)
2016,6.5,EMP_OCC_5,Community and personal service workers (%)
2011,12.2,EMP_OCC_6,Clerical and administrative workers (%)
2016,11.3,EMP_OCC_6,Clerical and administrative workers (%)
2011,7.5,EMP_OCC_7,Sales workers (%)
2016,7.9,EMP_OCC_7,Sales workers (%)
2011,0.7,EMP_OCC_8,Machinery operators and drivers (%)
2016,0.9,EMP_OCC_8,Machinery operators and drivers (%)
2011,1.7,EMP_OCC_9,Labourers (%)
2016,1.9,EMP_OCC_9,Labourers (%)
2011,2.5,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2016,2,EMP_OCC_10,Occupation of Employed Persons - Inadequately described (%)
2011,0.4,YOUTH_2,Working full-time and studying part-time (%)
2016,0.3,YOUTH_2,Working full-time and studying part-time (%)
2011,0.9,YOUTH_3,Working part time and studying part-time (%)
2016,0.8,YOUTH_3,Working part time and studying part-time (%)
2011,11.7,YOUTH_4,Working part-time and studying full-time (%)
2016,12.6,YOUTH_4,Working part-time and studying full-time (%)
2011,2.3,YOUTH_5,Working full-time (not studying) (%)
2016,1.7,YOUTH_5,Working full-time (not studying) (%)
2011,68.5,YOUTH_6,Studying full-time (not working) (%)
2016,71.8,YOUTH_6,Studying full-time (not working) (%)
2011,0.5,YOUTH_7,Working full-time and studying full-time (%)
2016,0.3,YOUTH_7,Working full-time and studying full-time (%)
2011,85.9,YOUTH_8,Fully engaged (%)
2016,89,YOUTH_8,Fully engaged (%)
2011,2554,YOUTH_9,Total persons aged 15-19 years (no.)
2016,2606,YOUTH_9,Total persons aged 15-19 years (no.)
2011,27556,LF_2,Labour Force (no. )
2016,28970,LF_2,Labour Force (no. )
2011,1013,LF_3,Unemployed (no. )
2016,965,LF_3,Unemployed (no. )
2011,3.7,LF_4,Unemployment rate (%)
2016,3.3,LF_4,Unemployment rate (%)
2011,62.5,LF_5,Participation rate (%)
2016,63.3,LF_5,Participation rate (%)
2012,7605,DISAB_2,Persons with a disability living in private dwellings (no.)
2012,13.4,DISAB_3,Persons with a disability living in private dwellings (%)
2011,27066,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2012,27886,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2013,28279,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2014,29681,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2015,31026,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2016,31026,PRIVATE_2,Taxpayers who report having private health insurance (no.)
2011,2.4,ACTIV_2,Persons who have need for assistance with core activities (%)
2016,2.7,ACTIV_2,Persons who have need for assistance with core activities (%)
2011,14443,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2012,14232,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2013,14323,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2014,14420,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2015,14801,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2016,14030,GIFTS2,Gifts/donations reported by taxpayers - Persons (no.)
2011,355,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2012,360,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2013,360,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2014,372,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2015,400,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2016,405,GIFTS3,Gifts/donations reported by taxpayers - Median ($)
2011,2595,WORK_TRAV_3,Used one method - Train or tram (no.)
2016,3373,WORK_TRAV_3,Used one method - Train or tram (no.)
2011,2291,WORK_TRAV_4,Used one method - Bus (no.)
2016,2300,WORK_TRAV_4,Used one method - Bus (no.)
2011,11492,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2016,11392,WORK_TRAV_5,Used one method - Car (as driver or passenger) (no.)
2011,311,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2016,361,WORK_TRAV_6,Used one method - Motor bike/scooter (no.)
2011,329,WORK_TRAV_7,Used one method - Bicycle (no.)
2016,341,WORK_TRAV_7,Used one method - Bicycle (no.)
2011,490,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2016,470,WORK_TRAV_8,Used one method - Other (inc. taxis) (no.)
2011,2299,WORK_TRAV_9,Used one method - Walked only (no.)
2016,2443,WORK_TRAV_9,Used one method - Walked only (no.)
2011,20449,WORK_TRAV_10,Used one method - Total - used one method (no.)
2016,21489,WORK_TRAV_10,Used one method - Total - used one method (no.)
2011,1626,WORK_TRAV_12,Total - used more than one method (no. )
2016,2108,WORK_TRAV_12,Total - used more than one method (no. )
2011,2127,WORK_TRAV_14,Other - Worked from home (no.)
2016,2364,WORK_TRAV_14,Other - Worked from home (no.)
2011,2016,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2016,1798,WORK_TRAV_15,Other - Employed but did not go to work (no.)
2011,325,WORK_TRAV_16,Other - Method of travel not stated (no.)
2016,246,WORK_TRAV_16,Other - Method of travel not stated (no.)
2011,26543,WORK_TRAV_17,Total employed (no.)
2016,28005,WORK_TRAV_17,Total employed (no.)
2011,6540,HHTYPE_2,Lone person households (no.)
2016,6284,HHTYPE_2,Lone person households (no.)
2011,1558,HHTYPE_3,Group households (no.)
2016,1628,HHTYPE_3,Group households (no.)
2011,12363,HHTYPE_4,Family households (no.)
2016,13197,HHTYPE_4,Family households (no.)
2011,20463,HHTYPE_5,Total households (no.)
2016,21105,HHTYPE_5,Total households (no.)
2011,2.2,HHTYPE_6,Average household size (no. of persons)
2016,2.3,HHTYPE_6,Average household size (no. of persons)
2011,4428,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2016,4829,FAMILY_2,Couple families with children under 15 and/or dependent students (no.)
2011,653,FAMILY_3,Couple families with non-dependent children only (no.)
2016,730,FAMILY_3,Couple families with non-dependent children only (no.)
2011,5649,FAMILY_4,Couple families without children (no.)
2016,5960,FAMILY_4,Couple families without children (no.)
2011,914,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2016,1015,FAMILY_5,One parent families with children under 15 and/or dependent students (no.)
2011,529,FAMILY_6,One parent families with non-dependent children only (no.)
2016,550,FAMILY_6,One parent families with non-dependent children only (no.)
2011,321,FAMILY_7,Other families (no.)
2016,279,FAMILY_7,Other families (no.)
2011,12493,FAMILY_8,Total families (no.)
2016,13356,FAMILY_8,Total families (no.)
2011,2.8,FAMILY_9,Average family size (no. of persons)
2016,2.8,FAMILY_9,Average family size (no. of persons)
2011,16236,MARRIAGE_2,Married in a registered marriage (no.)
2016,17273,MARRIAGE_2,Married in a registered marriage (no.)
2011,4539,MARRIAGE_3,Married in a de facto marriage (no.)
2016,5006,MARRIAGE_3,Married in a de facto marriage (no.)
2011,16440,MARRIAGE_4,Not married (no.)
2016,16876,MARRIAGE_4,Not married (no.)
2011,43.1,MARRIAGE_5,Married (%)
2016,44.1,MARRIAGE_5,Married (%)
2011,41.1,MARRIAGE_6,Never Married (%)
2016,40.5,MARRIAGE_6,Never Married (%)
2011,5.5,MARRIAGE_7,Widowed (%)
2016,5,MARRIAGE_7,Widowed (%)
2011,8.4,MARRIAGE_8,Divorced (%)
2016,8.4,MARRIAGE_8,Divorced (%)
2011,1.9,MARRIAGE_9,Separated (%)
2016,2,MARRIAGE_9,Separated (%)
2016,90.7,INTERNET_2,Internet accessed from dwelling (%)
2016,6.4,INTERNET_3,Internet not accessed from dwelling (%)
2011,2179,RENT_2,Average monthly household rental payment ($)
2016,2843,RENT_2,Average monthly household rental payment ($)
2011,3195,RENT_3,Average monthly household mortgage payment ($)
2016,3188,RENT_3,Average monthly household mortgage payment ($)
2011,63.8,CHILDCAR_2,Persons who did not provide child care (%)
2016,64.6,CHILDCAR_2,Persons who did not provide child care (%)
2011,16.5,CHILDCAR_3,Persons who cared for own child/children (%)
